# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed Sep 26 14:36:27 2018
#
# COLUMN pl_hostname:    Host Name
# COLUMN pl_name:        Planet Name
# COLUMN pl_pnum:        Number of Planets in System
# COLUMN pl_kepflag:     Kepler Field Flag
# COLUMN ra_str:         RA [sexagesimal]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec_str:        Dec [sexagesimal]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN pl_disc_reflink: Discovery Reference
#
loc_rowid,pl_hostname,pl_name,pl_pnum,pl_kepflag,ra_str,ra,dec_str,dec,pl_disc_reflink
3448,Kepler-995,Kepler-995 b,1,1,18h58m27.77s,284.615727,+39d07m51.7s,39.131038,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
3449,Kepler-996,Kepler-996 b,1,1,19h27m39.07s,291.912789,+41d32m01.0s,41.533611,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
3450,Kepler-997,Kepler-997 b,1,1,19h16m56.01s,289.233369,+49d56m20.2s,49.938934,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
3451,Kepler-998,Kepler-998 b,1,1,19h47m01.00s,296.754151,+49d12m31.5s,49.208744,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
3452,Kepler-999,Kepler-999 b,1,1,19h58m38.51s,299.660466,+46d11m54.3s,46.198418,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
3453,LHS 1140,LHS 1140 b,1,0,00h44m59.34s,11.247240,-15d16m17.5s,-15.271532,<a refstr=DITTMANN_ET_AL__2017 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017Natur.544..333D target=ref>Dittmann et al. 2017</a>
3454,LkCa 15,LkCa 15 b,2,0,04h39m17.80s,69.824148,+22d21m03.5s,22.350967,<a refstr=SALLUM_ET_AL__2015 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015Natur.527..342S target=ref>Sallum et al. 2015</a>
3455,LkCa 15,LkCa 15 c,2,0,04h39m17.80s,69.824148,+22d21m03.5s,22.350967,<a refstr=SALLUM_ET_AL__2015 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015Natur.527..342S target=ref>Sallum et al. 2015</a>
3456,Lupus-TR-3,Lupus-TR-3 b,1,0,15h30m18.62s,232.577571,-42d58m47.7s,-42.979908,<a refstr=WELDRAKE_ET_AL__2008 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2008ApJ...675L..37W target=ref> Weldrake et al. 2008 </a>
3457,MASCARA-1,MASCARA-1 b,1,0,21h10m12.37s,317.551544,+10d44m19.9s,10.738873,<a refstr=TALENS_ET_AL__2017 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017A&A...606A..73T target=ref>Talens et al. 2017</a>
3458,MOA-2007-BLG-192L,MOA-2007-BLG-192L b,1,0,18h08m03.80s,272.015825,-27d09m00.3s,-27.150075,<a refstr=BENNETT_ET_AL__2008 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2008ApJ...684..663B target=ref> Bennett et al. 2008 </a>
3459,MOA-2007-BLG-400L,MOA-2007-BLG-400L b,1,0,18h09m41.98s,272.424917,-29d13m27.0s,-29.224153,<a refstr=DONG_ET_AL__2009 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2009ApJ...698.1826D target=ref> Dong et al. 2009 </a>
3460,MOA-2008-BLG-310L,MOA-2008-BLG-310L b,1,0,17h54m14.53s,268.560542,-34d46m41.0s,-34.778053,<a refstr=JANCZAK_ET_AL__2010 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2010ApJ...711..731J target=ref> Janczak et al. 2010 </a>
3461,MOA-2008-BLG-379L,MOA-2008-BLG-379L b,1,0,17h58m49.44s,269.706000,-30d11m49.0s,-30.196931,<a refstr=SUZUKI_ET_AL__2014 href=http://adsabs.harvard.edu/abs/2014ApJ...780..123S target=ref> Suzuki et al. 2014 </a>
3462,MOA-2009-BLG-266L,MOA-2009-BLG-266L b,1,0,17h48m01.95s,267.008125,-35d00m19.5s,-35.005411,<a refstr=MURAKI_ET_AL__2011 href=http://adsabs.harvard.edu/abs/2011ApJ...741...22M target=ref> Muraki et al. 2011 </a>
3463,MOA-2009-BLG-319L,MOA-2009-BLG-319L b,1,0,18h06m58.13s,271.742208,-26d49m10.9s,-26.819692,<a refstr=MIYAKE_ET_AL__2011 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2011ApJ...728..120M target=ref> Miyake et al. 2011 </a>
3464,MOA-2009-BLG-387L,MOA-2009-BLG-387L b,1,0,17h53m50.79s,268.461625,-33d59m25.2s,-33.990333,<a refstr=BATISTA_ET_AL__2011 href=http://adsabs.harvard.edu/abs/2011A%26A...529A.102B target=ref> Batista et al. 2011 </a>
3465,MOA-2010-BLG-073L,MOA-2010-BLG-073L b,1,0,18h10m11.34s,272.547258,-26d31m22.6s,-26.522932,<a refstr=STREET_ET_AL__2013 href=http://adsabs.harvard.edu/abs/2013ApJ...763...67S target=ref> Street et al. 2013 </a>
3466,MOA-2010-BLG-117L,MOA-2010-BLG-117L b,1,0,18h07m49.67s,271.956970,-25d20m40.7s,-25.344639,<a refstr=BENNETT_ET_AL__2018 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2018AJ....155..141B target=ref>Bennett et al. 2018</a>
3467,MOA-2010-BLG-328L,MOA-2010-BLG-328L b,1,0,17h57m59.12s,269.496333,-30d42m54.6s,-30.715175,<a refstr=FURUSAWA_ET_AL__2013 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...779...91F target=ref>Furusawa et al. 2013</a>
3468,MOA-2010-BLG-353L,MOA-2010-BLG-353L b,1,0,18h05m12.94s,271.303917,-27d17m35.6s,-27.293233,<a refstr=RATTENBURY_ET_AL__2015 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015MNRAS.454..946R target=ref>Rattenbury et al. 2015</a>
3469,MOA-2010-BLG-477L,MOA-2010-BLG-477L b,1,0,18h06m07.44s,271.531006,-31d27m16.1s,-31.454477,<a refstr=BACHELET_ET_AL__2012 href=http://adsabs.harvard.edu/abs/2012ApJ...754...73B target=ref> Bachelet et al. 2012 </a>
3470,MOA-2011-BLG-028L,MOA-2011-BLG-028L b,1,0,18h03m24.96s,270.854000,-29d12m48.3s,-29.213417,<a refstr=SKOWRON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...820....4S target=ref>Skowron et al. 2016</a>
3471,MOA-2011-BLG-262L,MOA-2011-BLG-262L b,1,0,18h00m23.48s,270.097833,-31d14m42.9s,-31.245258,<a refstr=BENNETT_ET_AL__2014 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...785..155B target=ref>Bennett et al. 2014</a>
3472,MOA-2011-BLG-293L,MOA-2011-BLG-293L b,1,0,17h55m39.35s,268.913958,-28d28m36.6s,-28.476847,<a refstr=YEE_ET_AL__2012 href=http://adsabs.harvard.edu/abs/2012ApJ...755..102Y target=ref> Yee et al. 2012 </a>
3473,MOA-2011-BLG-322L,MOA-2011-BLG-322L b,1,0,18h04m53.60s,271.223333,-27d13m15.4s,-27.220944,<a refstr=SHVARTZVALD_ET_AL__2014 href=http://adsabs.harvard.edu/abs/2014MNRAS.439..604S target=ref> Shvartzvald et al. 2014 </a>
3474,MOA-2012-BLG-006L,MOA-2012-BLG-006L b,1,0,18h01m46.31s,270.442963,-29d06m31.6s,-29.108778,<a refstr=POLESKI_ET_AL__2017 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017A&A...604A.103P target=ref>Poleski et al. 2017</a>
3475,MOA-2012-BLG-505L,MOA-2012-BLG-505L b,1,0,17h52m34.34s,268.143097,-32d02m24.3s,-32.040092,<a refstr=NAGAKANE_ET_AL__2017 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017AJ....154...35N target=ref>Nagakane et al. 2017</a>
3476,MOA-2013-BLG-605L,MOA-2013-BLG-605L b,1,0,17h58m42.85s,269.678542,-29d23m53.7s,-29.398239,<a refstr=SUMI_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...825..112S target=ref>Sumi et al. 2016</a>
3477,MOA-2016-BLG-227L,MOA-2016-BLG-227L b,1,0,18h05m53.70s,271.473755,-27d42m51.4s,-27.714287,<a refstr=KOSHIMOTO_ET_AL__2017 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017AJ....154....3K target=ref>Koshimoto et al. 2017</a>
3478,MOA-bin-1L,MOA-bin-1L b,1,0,17h27m10.20s,261.792500,-29d47m38.3s,-29.793972,<a refstr=BENNETT_ET_AL__2012 href=http://adsabs.harvard.edu/abs/2012ApJ...757..119B target=ref> Bennett et al. 2012 </a>
3479,MXB 1658-298,MXB 1658-298 b,1,0,17h02m06.54s,255.527252,-29d56m44.1s,-29.945583,<a refstr=JAIN_ET_AL__2017 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017MNRAS.468L.118J target=ref>Jain et al. 2017</a>
3480,NGC 2682 Sand 364,NGC 2682 Sand 364 b,1,0,08h49m56.82s,132.486760,+11d41m32.9s,11.692484,<a refstr=BRUCALASSI_ET_AL__2014 href=http://adsabs.harvard.edu/abs/2014A%26A...561L...9B target=ref> Brucalassi et al. 2014 </a>
3481,NGC 2682 Sand 978,NGC 2682 Sand 978 b,1,0,08h51m17.48s,132.822830,+11d45m22.7s,11.756299,<a refstr=BRUCALASSI_ET_AL__2017 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017A&A...603A..85B target=ref>Brucalassi et al. 2017</a>
3482,NGC 2682 YBP 1194,NGC 2682 YBP 1194 b,1,0,08h51m00.81s,132.753364,+11d48m52.8s,11.814655,<a refstr=BRUCALASSI_ET_AL__2014 href=http://adsabs.harvard.edu/abs/2014A%26A...561L...9B target=ref> Brucalassi et al. 2014 </a>
3483,NGC 2682 YBP 1514,NGC 2682 YBP 1514 b,1,0,08h51m00.77s,132.753193,+11d53m11.5s,11.886530,<a refstr=BRUCALASSI_ET_AL__2014 href=http://adsabs.harvard.edu/abs/2014A%26A...561L...9B target=ref> Brucalassi et al. 2014 </a>
3484,NGC 2682 YBP 401,NGC 2682 YBP 401 b,1,0,08h51m19.05s,132.829360,+11d40m15.7s,11.671020,<a refstr=BRUCALASSI_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016A&A...592L...1B target=ref>Brucalassi et al. 2016</a>
3485,NGC 4349 127,NGC 4349 127 b,1,0,12h24m35.47s,186.147811,-61d49m12.0s,-61.820004,<a refstr=LOVIS___MAYOR_2007 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2007A&A...472..657L target=ref> Lovis & Mayor 2007 </a>
3486,NGTS-1,NGTS-1 b,1,0,05h30m51.45s,82.714378,-36d37m50.8s,-36.630787,<a refstr=BAYLISS_ET_AL__2017 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017arXiv171011099B target=ref>Bayliss et al. 2017</a>
3487,NGTS-3 A,NGTS-3 A b,1,0,06h17m46.75s,94.444794,-35d42m23.0s,-35.706394,<a refstr=GUNTHER_ET_AL__2018 href=http://adsabs.harvard.edu/abs/2018arXiv180501378G target=ref>Gunther et al. 2018</a>
3488,NN Ser,NN Ser c,2,0,15h52m56.13s,238.233879,+12d54m44.7s,12.912411,<a refstr=BEUERMANN_ET_AL__2010 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2010A%26A...521L..60B target=ref> Beuermann et al. 2010 </a>
3489,NN Ser,NN Ser d,2,0,15h52m56.13s,238.233879,+12d54m44.7s,12.912411,<a refstr=BEUERMANN_ET_AL__2010 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2010A%26A...521L..60B target=ref> Beuermann et al. 2010 </a>
3490,NY Vir,NY Vir b,1,0,13h38m48.15s,204.700622,-02d01m49.1s,-2.030315,<a refstr=QIAN_ET_AL__2012 href=http://adsabs.harvard.edu/abs/2012ApJ...745L..23Q target=ref> Qian et al. 2012 </a>
3491,OGLE-2003-BLG-235L,OGLE-2003-BLG-235L b,1,0,18h05m16.35s,271.318125,-28d53m42.0s,-28.895000,<a refstr=BOND_ET_AL__2004 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2004ApJ...606L.155B target=ref> Bond et al. 2004 </a>
3492,OGLE-2005-BLG-071L,OGLE-2005-BLG-071L b,1,0,17h50m09.77s,267.540708,-34d40m23.5s,-34.673194,<a refstr=UDALSKI_ET_AL__2005 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2005ApJ...628L.109U target=ref> Udalski et al. 2005 </a>
3493,OGLE-2005-BLG-169L,OGLE-2005-BLG-169L b,1,0,18h06m05.32s,271.522167,-30d43m57.5s,-30.732639,<a refstr=GOULD_ET_AL__2006 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2006ApJ...644L..37G target=ref> Gould et al. 2006 </a>
3494,OGLE-2005-BLG-390L,OGLE-2005-BLG-390L b,1,0,17h54m19.19s,268.579958,-30d22m38.3s,-30.377306,<a refstr=BEAULIEU_ET_AL__2006 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2006Natur.439..437B target=ref> Beaulieu et al. 2006 </a>
3495,OGLE-2006-BLG-109L,OGLE-2006-BLG-109L b,2,0,17h52m34.51s,268.143792,-30d05m16.0s,-30.087778,<a refstr=GAUDI_ET_AL__2008 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2008Sci...319..927G target=ref> Gaudi et al. 2008 </a>
3496,OGLE-2006-BLG-109L,OGLE-2006-BLG-109L c,2,0,17h52m34.51s,268.143792,-30d05m16.0s,-30.087778,<a refstr=GAUDI_ET_AL__2008 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2008Sci...319..927G target=ref> Gaudi et al. 2008 </a>
3497,OGLE-2007-BLG-349L A,OGLE-2007-BLG-349L AB c,1,0,18h05m24.43s,271.351807,-26d25m19.0s,-26.421944,<a refstr=BENNETT_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016AJ....152..125B target=ref>Bennett et al. 2016</a>
3498,OGLE-2007-BLG-368L,OGLE-2007-BLG-368L b,1,0,17h56m25.96s,269.108167,-32d14m14.7s,-32.237417,<a refstr=SUMI_ET_AL__2010 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2010ApJ...710.1641S target=ref> Sumi et al. 2010 </a>
3499,OGLE-2008-BLG-092L,OGLE-2008-BLG-092L b,1,0,17h47m29.42s,266.872583,-34d43m35.6s,-34.726556,<a refstr=POLESKI_ET_AL__2014 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...795...42P target=ref>Poleski et al. 2014</a>
3500,OGLE-2008-BLG-355L,OGLE-2008-BLG-355L b,1,0,17h59m08.81s,269.786708,-30d45m34.1s,-30.759472,<a refstr=KOSHIMOTO_ET_AL__2014 href=http://adsabs.harvard.edu/abs/2014ApJ...788..128K target=ref> Koshimoto et al. 2014 </a>
3501,OGLE-2011-BLG-0251L,OGLE-2011-BLG-0251L b,1,0,17h38m14.18s,264.559083,-27d08m10.1s,-27.136139,<a refstr=KAINS_ET_AL__2013 href=http://adsabs.harvard.edu/abs/2013A%26A...552A..70K target=ref> Kains et al. 2013 </a>
3502,OGLE-2011-BLG-0265L,OGLE-2011-BLG-0265L b,1,0,17h57m47.72s,269.448833,-27d23m40.3s,-27.394528,<a refstr=SKOWRON_ET_AL__2015 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...804...33S target=ref>Skowron et al. 2015</a>
3503,OGLE-2012-BLG-0026L,OGLE-2012-BLG-0026L b,2,0,17h34m18.70s,263.577917,-27d08m33.9s,-27.142750,<a refstr=HAN_ET_AL__2013 href=http://adsabs.harvard.edu/abs/2013ApJ...762L..28H target=ref> Han et al. 2013 </a>
3504,OGLE-2012-BLG-0026L,OGLE-2012-BLG-0026L c,2,0,17h34m18.70s,263.577917,-27d08m33.9s,-27.142750,<a refstr=HAN_ET_AL__2013 href=http://adsabs.harvard.edu/abs/2013ApJ...762L..28H target=ref> Han et al. 2013 </a>
3505,OGLE-2012-BLG-0358L,OGLE-2012-BLG-0358L b,1,0,17h42m46.77s,265.694875,-24d15m39.6s,-24.261000,<a refstr=HAN_ET_AL__2013 href=http://adsabs.harvard.edu/abs/2013ApJ...778...38H target=ref> Han et al. 2013 </a>
3506,OGLE-2012-BLG-0406L,OGLE-2012-BLG-0406L b,1,0,17h53m18.17s,268.325708,-30d28m16.2s,-30.471167,<a refstr=POLESKI_ET_AL__2014 href=http://adsabs.harvard.edu/abs/2014ApJ...782...47P target=ref> Poleski et al. 2014 </a>
3507,OGLE-2012-BLG-0563L,OGLE-2012-BLG-0563L b,1,0,18h05m57.72s,271.490500,-27d42m43.2s,-27.712000,<a refstr=FUKUI_ET_AL__2015 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...809...74F target=ref>Fukui et al. 2015</a>
3508,OGLE-2012-BLG-0724L,OGLE-2012-BLG-0724L b,1,0,17h55m52.39s,268.968292,-29d49m06.7s,-29.818528,<a refstr=HIRAO_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...824..139H target=ref>Hirao et al. 2016</a>
3509,OGLE-2012-BLG-0950L,OGLE-2012-BLG-0950L b,1,0,18h08m04.62s,272.019257,-29d43m53.7s,-29.731583,<a refstr=KOSHIMOTO_ET_AL__2017 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017AJ....153....1K target=ref>Koshimoto et al. 2017</a>
3510,OGLE-2013-BLG-0102L,OGLE-2013-BLG-0102L b,1,0,17h52m07.08s,268.029500,-31d41m26.1s,-31.690583,<a refstr=JUNG_ET_AL__2015 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...798..123J target=ref>Jung et al. 2015</a>
3511,OGLE-2013-BLG-0132L,OGLE-2013-BLG-0132L b,1,0,17h59m03.51s,269.764618,-28d25m15.7s,-28.421028,<a refstr=MROZ_ET_AL__2017 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017arXiv170501058M target=ref>Mroz et al. 2017</a>
3512,OGLE-2013-BLG-0341L B,OGLE-2013-BLG-0341L B b,1,0,17h52m07.49s,268.031208,-29d50m46.0s,-29.846111,<a refstr=GOULD_ET_AL__2014 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014Sci...345...46G target=ref>Gould et al. 2014</a>
3513,OGLE-2013-BLG-1721L,OGLE-2013-BLG-1721L b,1,0,17h52m30.37s,268.126556,-30d17m33.7s,-30.292694,<a refstr=MROZ_ET_AL__2017 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017arXiv170501058M target=ref>Mroz et al. 2017</a>
3514,OGLE-2014-BLG-0124L,OGLE-2014-BLG-0124L b,1,0,18h02m29.21s,270.621708,-28d23m46.5s,-28.396250,<a refstr=UDALSKI_ET_AL__2015 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...799..237U target=ref>Udalski et al. 2015</a>
3515,OGLE-2014-BLG-0676L,OGLE-2014-BLG-0676L b,1,0,17h52m24.50s,268.102081,-30d32m54.2s,-30.548389,<a refstr=RATTENBURY_ET_AL__2017 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017MNRAS.466.2710R target=ref>Rattenbury et al. 2017</a>
3516,OGLE-2014-BLG-1722L,OGLE-2014-BLG-1722L b,2,0,17h55m00.57s,268.752380,-31d28m08.6s,-31.469055,<a refstr=SUZUKI_ET_AL__2018 href=http://adsabs.harvard.edu/abs/2018AJ....155..263S target=ref>Suzuki et al. 2018</a>
3517,OGLE-2014-BLG-1722L,OGLE-2014-BLG-1722L c,2,0,17h55m00.57s,268.752380,-31d28m08.6s,-31.469055,<a refstr=SUZUKI_ET_AL__2018 href=http://adsabs.harvard.edu/abs/2018AJ....155..263S target=ref>Suzuki et al. 2018</a>
3518,OGLE-2014-BLG-1760L,OGLE-2014-BLG-1760L b,1,0,17h57m38.16s,269.408997,-28d57m47.4s,-28.963158,<a refstr=BHATTACHARYA_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016AJ....152..140B target=ref>Bhattacharya et al. 2016</a>
3519,OGLE-2015-BLG-0051L,OGLE-2015-BLG-0051L b,1,0,17h58m39.01s,269.662537,-28d01m54.1s,-28.031694,<a refstr=HAN_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016AJ....152...95H target=ref>Han et al. 2016</a>
3520,OGLE-2015-BLG-0954L,OGLE-2015-BLG-0954L b,1,0,18h00m44.24s,270.184333,-28d39m39.2s,-28.660889,<a refstr=SHIN_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016JKAS...49...73S target=ref>Shin et al. 2016</a>
3521,OGLE-2015-BLG-0966L,OGLE-2015-BLG-0966L b,1,0,17h55m01.02s,268.754250,-29d02m49.6s,-29.047111,<a refstr=STREET_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...819...93S target=ref>Street et al. 2016</a>
3522,OGLE-2016-BLG-0263L,OGLE-2016-BLG-0263L b,1,0,17h59m34.90s,269.895416,-31d49m07.0s,-31.818611,<a refstr=HAN_ET_AL__2017 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017AJ....154..133H target=ref>Han et al. 2017</a>
3523,OGLE-2016-BLG-0613L AB,OGLE-2016-BLG-0613L AB b,1,0,17h57m02.50s,269.260406,-28d06m58.2s,-28.116167,<a refstr=HAN_ET_AL__2017 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017AJ....154..223H target=ref>Han et al. 2017</a>
3524,OGLE-2016-BLG-1190L,OGLE-2016-BLG-1190L b,1,0,17h58m52.30s,269.717926,-27d36m48.8s,-27.613556,<a refstr=RYU_ET_AL__2017 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017arXiv171009974R target=ref>Ryu et al. 2017</a>
3525,OGLE-2016-BLG-1195L,OGLE-2016-BLG-1195L b,1,0,17h55m23.50s,268.847931,-30d12m26.1s,-30.207251,<a refstr=SHVARTZVALD_ET_AL__2017 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017ApJ...840L...3S target=ref>Shvartzvald et al. 2017</a>
3526,OGLE-2017-BLG-0173L,OGLE-2017-BLG-0173L b,1,0,17h51m52.95s,267.970612,-29d16m16.9s,-29.271360,<a refstr=HWANG_ET_AL__2018 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2018AJ....155...20H target=ref>Hwang et al. 2018</a>
3527,OGLE-2017-BLG-0373L,OGLE-2017-BLG-0373L b,1,0,17h57m19.06s,269.329407,-31d57m06.2s,-31.951723,<a refstr=SKOWRON_ET_AL__2018 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2018AcA....68...43S target=ref>Skowron et al. 2018</a>
3528,OGLE-2017-BLG-0482L,OGLE-2017-BLG-0482L b,1,0,17h56m11.73s,269.048889,-30d31m42.1s,-30.528360,<a refstr=HAN_ET_AL__2018 href=http://adsabs.harvard.edu/abs/2018AJ....155..211H target=ref>Han et al. 2018</a>
3529,OGLE-2017-BLG-1140L,OGLE-2017-BLG-1140L b,1,0,17h47m31.93s,266.883057,-24d31m21.6s,-24.522667,<a refstr=CALCHI_NOVATI_ET_AL__2018 href=http://adsabs.harvard.edu/abs/2018arXiv180304437C target=ref>Calchi Novati et al. 2018</a>
3530,OGLE-2017-BLG-1434L,OGLE-2017-BLG-1434L b,1,0,17h53m07.29s,268.280365,-30d14m44.6s,-30.245722,<a refstr=UDALSKI_ET_AL__2018 href=http://adsabs.harvard.edu/abs/2018AcA....68....1U target=ref>Udalski et al. 2018</a>
3531,OGLE-2017-BLG-1522L,OGLE-2017-BLG-1522L b,1,0,18h01m16.65s,270.319366,-28d27m43.1s,-28.461971,<a refstr=JUNG_ET_AL__2018 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2018arXiv180305095J target=ref>Jung et al. 2018</a>
3532,OGLE-TR-056,OGLE-TR-056 b,1,0,17h56m35.51s,269.147958,-29d32m21.2s,-29.539222,<a refstr=KONACKI_ET_AL__2003 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2003Natur.421..507K target=ref> Konacki et al. 2003 </a>
3533,OGLE-TR-10,OGLE-TR-10 b,1,0,17h51m28.25s,267.867708,-29d52m34.9s,-29.876361,<a refstr=KONACKI_ET_AL__2005 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2005ApJ...624..372K target=ref> Konacki et al. 2005 </a>
3534,OGLE-TR-111,OGLE-TR-111 b,1,0,10h53m17.91s,163.324625,-61d24m20.3s,-61.405639,<a refstr=PONT_ET_AL__2004 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2004A&A...426L..15P target=ref> Pont et al. 2004 </a>
3535,OGLE-TR-113,OGLE-TR-113 b,1,0,10h52m24.40s,163.101667,-61d26m48.5s,-61.446806,<a refstr=BOUCHY_ET_AL__2004 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2004A&A...421L..13B target=ref> Bouchy et al. 2004 </a>
3536,OGLE-TR-132,OGLE-TR-132 b,1,0,10h50m34.72s,162.644667,-61d57m25.9s,-61.957194,<a refstr=BOUCHY_ET_AL__2004 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2004A&A...421L..13B target=ref> Bouchy et al. 2004 </a>
3537,OGLE-TR-182,OGLE-TR-182 b,1,0,11h09m18.71s,167.327963,-61d05m42.9s,-61.095257,<a refstr=PONT_ET_AL__2008 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2008A&A...487..749P target=ref> Pont et al. 2008 </a>
3538,OGLE-TR-211,OGLE-TR-211 b,1,0,10h40m14.39s,160.059951,-62d27m20.2s,-62.455601,<a refstr=UDALSKI_ET_AL__2008 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2008A&A...482..299U target=ref> Udalski et al. 2008 </a>
3539,OGLE2-TR-L9,OGLE2-TR-L9 b,1,0,11h07m55.18s,166.979921,-61d08m46.5s,-61.146263,<a refstr=SNELLEN_ET_AL__2009 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2009A&A...497..545S target=ref> Snellen et al. 2009 </a>
